Word,Word_Length,Num_Syllables,Part_of_Speech,Etymology1,Etymology2,Etymology3,Etymology4,Etymology5,Etymology6,Etymology7,1996 Round,1996 Error,1997 Round,1997 Error,1998 Round,1998 Error,1999 Round,1999 Error,2000 Round,2000 Error,2001 Round,2001 Error,2002 Round,2002 Error,2003 Round,2003 Error,2004 Round,2004 Error,2005 Round,2005 Error,2006 Round,2006 Error,2007 Round,2007 Error,2008 Round,2008 Error,2009 Round,2009 Error,2010 Round,2010 Error,2011 Round,2011 Error,2012 Round,2012 Error,2013 Round,2013 Error,2014 Round,2014 Error,2015 Round,2015 Error,2016 Round,2016 Error,2017 Round,2017 Error
rectirostral,12,3,adjective,Latin,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recumbent,9,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
recuperate,10,4,verb,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
redundant,9,3,adjective,Latin,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redux,5,2,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
refulgence,10,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
refute,6,2,verb,Latin,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regnant,7,2,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
relegate,8,3,verb,Latin,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reliquiae,9,4,plural noun,Latin,,,,,,,,,,,,,,,,,8,0,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,2,0
repercussion,12,4,noun,Latin,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
repudiate,9,4,verb,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
requiescence,12,4,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,5,0,,,,,,,,
rescissible,11,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,
respue,6,2,transitive verb,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,
resurgent,9,3,adjective,Latin,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,
resuscitable,12,5,adjective,Latin,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resuscitate,11,4,verb,Latin,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
retiary,7,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,
reticle,7,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,
retrocede,9,3,verb,Latin,,,,,,,,,,,2,0,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,
retrorse,8,2,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,
revirescent,11,4,adjective,Latin,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,
ringent,7,2,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,
riparian,8,4,adjective,Latin,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,
ripicolous,10,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,
roriferous,10,4,adjective,Latin,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosaceous,9,3,adjective,Latin,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosarium,8,4,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,
Roscian,7,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,18,1,,,,,,,,,,,,,,,,,,,3,0,,,,
rubefacient,11,4,adjective,Latin,,,,,,,,,,,4,1,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,2,0
Rubicon,7,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,
rufescent,9,3,adjective,Latin,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruminate,8,3,verb,Latin,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
rupicolous,10,4,adjective,Latin,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,
rurigenous,10,4,adjective,Latin,,,,,,,,,,,5,1,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
sacellum,8,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
sacerdocy,9,4,noun,Latin,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sagacious,9,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
sagittate,9,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salicetum,9,4,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,
salsuginous,11,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,
Sardanapalian,13,5,adjective,Latin,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,
saxicolous,10,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,3,1,,,,,,,,,,
saxifragous,11,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,3,0,,,,
scaberulous,11,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,3,0,,,,,,,,
scalpel,7,2,noun,Latin,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scarabaeus,10,4,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,3,0,,,,,,,,,,,,,,
scaturient,10,4,adjective,Latin,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
sciapodous,10,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,6,0,,,,,,,,
scopate,7,2,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,
scrobiculate,12,4,adjective,Latin,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
scrutiny,8,3,noun,Latin,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scytale,7,3,noun,Latin,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,,,,
sebaceous,9,3,adjective,Latin,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
secession,9,3,noun,Latin,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
sederunt,8,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,
semelfactive,12,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,
senile,6,2,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,
sepia,5,2,noun,Latin,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,
sequacious,10,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
sequitur,8,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,
serotinal,9,4,adjective,Latin,,,,,,,,,,,,,,,,,,,4,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
sesquipedalian,14,5,adjective,Latin,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
sessile,7,2,adjective,Latin,,,,,,,,,,,6,0,,,,,1,1,,,,,2,1,,,,,,,,,,,3,0,,,,,,,,,,,,,,
setigerous,10,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,3,0,,,,,,,,
sigillate,9,3,transitive verb,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
silentiary,10,4,noun,Latin,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simulate,8,3,verb,Latin,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sinciput,8,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,
Sinon,5,2,noun,Latin,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
soboliferous,12,5,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,
solecism,8,3,noun,Latin,Greek,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,3,0,,,,,,,,,,,,,,,,
solidungulate,13,5,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,
soligenous,10,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soliterraneous,14,2,adjective,Latin,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopite,6,2,transitive verb,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,
sorbefacient,12,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,3,1,,,,,,,,,,,3,0,,,,,,
sororal,7,3,adjective,Latin,,,,,,,,,,,,,3,0,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
sortition,9,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,
spadiceous,10,3,adjective,Latin,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,
spatiotemporal,14,5,adjective,Latin,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speleothem,10,2,noun,Latin,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
spelunker,9,3,noun,Latin,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
sphingine,9,2,adjective,Latin,,,,,,,,,,,,,,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spondean,8,3,adjective,Latin,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sponsalia,9,3,plural noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
stagnicolous,12,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
stillatitious,13,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,2,0
stramineous,11,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,
strangulate,11,3,verb,Latin,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strepitous,10,3,adjective,Latin,,,,,,,,,,,,,4,0,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,2,1,,
strigil,7,2,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,
stultiloquence,14,4,noun,Latin,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,
stupefacient,12,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,
subdolous,9,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,
subliminal,10,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
subservient,11,4,adjective,Latin,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,
subsidiary,10,4,adjective,Latin,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
suimate,7,2,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,
sulcate,7,2,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,
sumpsimus,9,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,11,0,,,,,,,,,,,,,,,,,,,,,3,0,,,,
supercilious,12,4,adjective,Latin,,,,,,,,,,,,,3,1,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
supposititious,14,5,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,
surrogate,9,3,verb,Latin,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suscitate,9,3,transitive verb,Latin,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,3,0,,,,,,
susurrus,8,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,
syllabify,9,4,verb,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
sylvilagus,10,4,noun,Latin,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,
tabetisol,9,4,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,3,0,,,,,,,,
tardigrade,10,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
tartarean,9,4,adjective,Latin,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,
taurine,7,2,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,
tegular,7,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
tellurian,9,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
temerarious,11,5,adjective,Latin,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
temperature,11,4,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
tenet,5,2,noun,Latin,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terete,6,2,adjective,Latin,,,,,,,,,,,,,1,1,,,,,,,,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,
tergiversate,12,4,verb,Latin,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terminus,8,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
terraqueous,11,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,
terrific,8,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,
terrigenous,11,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,
tertiary,8,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,2,0,2,0,2,0,,,,,,
testaceous,10,3,adjective,Latin,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thalian,7,3,adjective,Latin,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,3,0,,,,,,,,,,
thrasonical,11,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,2,0,,
tibia,5,2,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
tinnient,8,3,adjective,Latin,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,3,0,,,,,,
tinnitus,8,3,noun,Latin,,,,,,,,,,,,,4,1,,,,,,,,,4,1,,,,,,,,,3,1,,,,,,,,,,,,,,,,
tintinnabulary,14,5,adjective,Latin,,,,,,,,,,,,,,,,,,,1,1,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,
tonitruous,10,4,adjective,Latin,,,,,,,,,,,4,1,,,,,,,4,0,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,
tonsil,6,2,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
torporific,10,4,adjective,Latin,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
torquate,8,2,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
torrefaction,12,4,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
trabeated,9,4,adjective,Latin,,,,,,,,,,,,,,,,,5,1,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,
tractile,8,2,adjective,Latin,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
traduce,7,2,verb,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,
tralatitious,12,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,12,0,,,,,,,8,1,,,,,,,,,,,,,,,,,,
transliterate,13,4,verb,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
transrhenane,12,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,,,,,,,,
tremulous,9,3,adjective,Latin,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trifurcate,10,3,adjective,Latin,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tritural,8,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,
troglodyte,10,3,noun,Latin,Greek,,,,,,,,,,,,,,5,1,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
truculent,9,3,adjective,Latin,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
truncate,8,2,verb,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
tumulary,8,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
turricular,10,4,adjective,Latin,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,
tyrannical,10,4,adjective,Latin,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,
ubiquitous,10,3,adjective,Latin,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,2,0,,,,
udometer,8,3,noun,Latin,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uliginous,9,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,3,1,,,,,,
ulterior,8,4,adjective,Latin,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ultimo,6,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
ultimogeniture,14,6,noun,Latin,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,
umbra,5,2,noun,Latin,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umbratile,9,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
uncinate,8,3,adjective,Latin,,,,,,,,,,,,,,,,,1,0,,,,,,,,,6,0,,,,,3,0,,,,,,,,,,,,,,,,
undulate,8,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
urbiculture,11,4,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,
urceole,7,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,3,1,,,,,,,,,,,,,,,,
ursine,6,2,adjective,Latin,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,2,0
usucapion,9,4,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,,
usufruct,8,2,noun,Latin,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uxorial,7,4,adjective,Latin,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uxorious,8,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
vacillant,9,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,3,0,,,,,,
vacillate,9,3,verb,Latin,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,
vagary,6,3,noun,Latin,,,,,,,,,,,1,0,,,,,3,0,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,
valetudinary,12,5,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
vapid,5,2,adjective,Latin,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
varicose,8,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,
variorum,8,4,noun,Latin,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
varus,5,2,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,
vatic,5,2,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,
vaticinal,9,4,adjective,Latin,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vaticination,12,5,noun,Latin,,,,,,,,,,,4,0,,,,,,,,,,,2,1,,,,,,,,,,,,,,,3,0,,,,,,,,,,
vecturist,9,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,
velitation,10,4,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,3,1,,,,,,
vellication,11,4,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,2,0,,,,,,,,,,,,
velocious,9,3,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,
velum,5,2,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,
venatorial,10,5,adjective,Latin,,,,,,,,,,,,,,,,,4,0,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,
venerate,8,3,verb,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
Venetic,7,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,,
ventifact,9,3,noun,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,
verbigerate,11,4,intransitive verb,Latin,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veridical,9,4,adjective,Latin,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,3,1,,,,,,,,,,,3,0,,,,,,
verisimilitude,14,5,noun,Latin,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
vermiculate,11,4,adjective,Latin,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verminous,9,3,adjective,Latin,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vernacular,10,4,adjective,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,,,2,0,,,,,,
